date,river_water_area_sqkm,upstream_runoff_mm,rainfall_mm,ggn_runoff_mm,ggn_rainfall_mm,drainage_risk_score
2021-11-01,12.796508487889684,0.0001199999987875,0.0185026733832244,0.0001865090864355,0.0590580833753184,0.0056813583754721
2021-12-01,7.686044765152992,0.0115250000144442,7.852863963974769,0.0092890908045493,8.222695750460925,2.362361552755615
2022-01-01,7.432992623777379,2.5494249948042125,211.1213338904381,2.630444094191718,198.69291300676207,65.17771103306563
2022-02-01,7.002890852007695,0.3572749946870317,47.72225563665205,0.1018720365193439,40.646642167856086,14.387987116559156
2022-03-01,6.153688636066748,0.0053499999939958,0.9155186981256592,0.0025414545820438,0.5048168322484095,0.2764346276451284
2022-04-01,4.91411023211574,0.0464999993746459,5.352307899007923,0.0436131637762115,7.139824526811207,1.6362215843457248
2022-05-01,1.4907610277793737,1.0776749856977403,85.78459570335951,1.843952994736332,67.97241266783713,27.026145807323285
2022-06-01,2.529737813858332,0.8347200008684013,62.46319948167087,0.7926269079461847,71.55429756469547,19.29379868006359
2022-07-01,1.6932637069759593,7.937149978552043,382.0226308514927,7.757353675960543,349.7877972080518,120.03693682862018
2022-08-01,7.919690367796652,3.569105050719372,99.11784976551876,2.787837149245448,119.19202764170494,31.68684093412744
2022-09-01,11.781038959587317,15.753915094945114,455.53974100027807,11.888167685761676,424.9702490792496,144.98363968011657
2022-10-01,9.378973797578718,6.896140065297003,203.5629175458223,5.885398451362841,169.31720908843312,65.18865417970068
2022-11-01,8.793487068014716,0.0,0.3278716475050398,9.890908841043712e-06,0.1224542092297992,0.0983684178877006
2022-12-01,7.925415968633432,0.0,0.0,0.0,0.0121611718893487,0.0
2023-01-01,7.98209121288033,0.201109998357424,56.3739591157791,0.1662162543329759,53.04921331096386,17.028539112766815
2023-02-01,6.968575084119607,3.5000000934815034e-05,2.028360388421374,2.505454505973665e-05,6.475798898683675,0.608525654707954
2023-03-01,6.280692647181371,1.5211749912796222,169.98113464294548,1.5248960390675876,156.22108900118062,52.06176762023095
2023-04-01,5.987501201259476,0.0948950000492914,31.525069859715547,0.0736354550687643,24.99619242344645,9.5090657764628
2023-05-01,6.078289421448948,0.8540349918985157,148.46683064591,0.6113785434117281,148.30655888888313,44.968014174161205
2023-06-01,4.463722266968968,4.747575050323576,213.412966425428,3.662408535080944,184.76691001607367,66.58757590218507
2023-07-01,37.197647524049565,23.879769905883222,536.0426876977047,17.96481326596789,446.9522642793337,173.38817559548892
2023-08-01,10.422635111198415,20.246434835938995,196.16898374394532,14.724288677079578,165.67105608206185,69.1576971971393
2023-09-01,8.942067271803452,5.1290250144029415,189.9423911314159,3.4768089183910607,139.4174324742083,59.41648358229851
2023-10-01,5.643756182699041,0.8762700063089142,16.67832049133983,0.9398217615692624,24.071930382959245,5.661371380500432
2023-11-01,8.628519820015232,0.0212849999534228,16.540758963281856,0.0237210548962254,17.25796398860054,4.9788324274119145
2023-12-01,9.002929690093165,0.0001499999998486,2.231935773234077,0.0002325090911736,2.1938251636782,0.6697434883340447
2024-01-01,6.515709554569494,0.4063700051847263,38.50253377677126,0.3658035263814435,20.939701135212303,11.806822601498387
2024-02-01,7.302712799843698,0.0098200000466022,25.199999300767,0.0065316726236249,20.845185267656635,7.564571961066636
2024-03-01,7.059271358887433,0.091210000025967,33.2145232796928,0.0733361451248691,27.515807798374023,10.015692285495248
2024-04-01,5.840597732220576,0.0082399997390893,16.54832046060041,0.0060407272539768,17.759607135339174,4.968724647257907
2024-05-01,4.799067652633845,0.0066700000043056,6.031261892112739,0.003216218201216,4.000591219889709,1.8116299203746729
2024-06-01,3.303201477531164,0.9156965645885892,92.38665013606337,0.8048245015972029,88.57119622149648,28.279372191937053
2024-07-01,7.427412723571772,14.130280698424954,403.7945129344548,10.481110516847044,391.8284267980677,128.47513124212938
2024-08-01,9.459960093187766,9.967709496201708,381.130216254766,6.812475714777579,470.4309413699497,119.1077978767741
2024-09-01,7.696439241213327,37.73226027726086,362.2665046003114,27.203554749369484,332.9763978390322,127.72243970465205
2024-10-01,6.69148591216921,0.0397437463545722,2.2534866041399257,0.0337123334420999,4.292820454515177,0.6996446146514476
2024-11-01,9.772267683766096,0.0,0.0,0.0,0.0007535321652608,0.0
2024-12-01,6.913367399163935,0.2478914798756667,83.73710999093193,0.2763406194263332,92.47096080187472,25.31457143087801
2025-01-01,8.079154595140398,0.0083598034566565,20.77718664082016,0.0059442516627344,22.238607550646147,6.237316968409962
2025-02-01,6.146245842733701,0.2503417919936954,23.42525083375845,0.2561294205839928,19.85654056988157,7.20686584453633
2025-03-01,4.714708046783085,0.0137298428322196,17.754598414252463,0.0088203696557278,13.875876162250872,5.332553783034748
2025-04-01,5.347585392349301,0.2166914773825922,4.789497210445967,0.1352437018078887,1.389832504619983,1.5315197543993122
2025-05-01,3.818714801358571,2.191603587794397,198.7663276986483,1.7822096991691276,184.664809632637,60.87744509901288
2025-06-01,1.0224690274842505,4.31881719902993,232.87175901779,3.4043172172022342,230.63625869324227,72.24454975737856
2025-07-01,6.408719113549325,13.359962868131742,480.853839033844,9.027952042083554,527.7237079424402,150.5757181396117
2025-08-01,0.0,18.91363332988228,544.6072072501687,15.839914023637474,516.7376121213364,174.47010199159683
2025-09-01,12.26301736875242,13.911484805524,178.13813472868685,12.50419377915281,141.14534485092253,62.19437606401302
2025-10-01,9.971396755005376,2.2757742068017945,166.2117183529458,1.0927054864904309,150.75965116001967,50.62840934642704
2025-11-01,9.303256722090904,0.0,0.0,0.0,0.0967032911498655,0.0
2025-12-01,8.47181222660846,0.0,0.0389518705341108,0.0,0.5088696903244541,0.0116855611602332
