timestamp,location,lat,lon,raw_text,Priority_Cluster
2025-07-10 12:00:00,Sitamata,30.504296976523424,79.15308120379565,We are dawaai chahiye near the bridge.,2
2025-07-10 12:00:00,Gaurikund,30.65303672076899,79.07686570058885,We are water rising near the bridge.,2
2025-07-10 12:00:00,Ukhimath,30.52039342241916,79.20307440155165,We have zero rations. send help,0
2025-07-10 13:00:00,Chopta,30.51610051924528,79.12727935162542,We are water rising near the bridge.,2
2025-07-10 13:00:00,Banswara,30.403180147659224,79.10360730583255,Landslide. road blocked in Phata.,1
2025-07-10 14:00:00,Gaurikund,30.650107473025773,79.07917411003149,Landslide. road blocked in Ukhimath.,1
2025-07-10 14:00:00,Chopta,30.51619865367333,79.12837615171404,Landslide. road blocked in Banswara.,1
2025-07-10 14:00:00,Ukhimath,30.51823202932021,79.20018790621744,We have kam khana. madad chahiye,0
2025-07-10 15:00:00,Banswara,30.398636296023792,79.1047178208272,Landslide. road blocked in Phata.,1
2025-07-10 15:00:00,Phata,30.549972485058923,79.04800878309817,We are medical aid near the bridge.,2
2025-07-10 15:00:00,Phata,30.545368869473545,79.05109564333979,Urgent stuck here for old man. No doctor.,2
2025-07-10 16:00:00,Phata,30.547786464642368,79.05408265885967,We are stuck here near the bridge.,2
2025-07-10 16:00:00,Phata,30.549894527602778,79.0548565045411,We are dawaai chahiye near the bridge.,2
2025-07-10 16:00:00,Banswara,30.401721355474056,79.10261619615328,Urgent evacuate for old man. No medicine.,2
2025-07-10 17:00:00,Sitamata,30.50228216348612,79.14867783132719,Urgent evacuate for old man. No doctor.,2
2025-07-10 17:00:00,Phata,30.55133529710761,79.05035774684075,Landslide. road blocked in Banswara.,1
2025-07-10 18:00:00,Sitamata,30.50335302495589,79.14820780064973,Landslide. children trapped in Gaurikund.,2
2025-07-10 18:00:00,Chopta,30.515407751415548,79.13090892943188,Landslide. road blocked in Chopta.,1
2025-07-10 18:00:00,Sitamata,30.500120930582995,79.14726495775199,We are help needed near the bridge.,0
2025-07-10 19:00:00,Banswara,30.39674366429005,79.10190937738102,We have zero rations. send help,0
2025-07-10 19:00:00,Banswara,30.404367299887365,79.09637520944145,Landslide. children trapped in Banswara.,2
2025-07-10 19:00:00,Sitamata,30.496134735212404,79.15424693618279,We have kam rations. send help,0
2025-07-10 20:00:00,Chopta,30.52159984046034,79.133172222002,We are help needed near the bridge.,0
2025-07-10 20:00:00,Banswara,30.397418522909003,79.09593102767805,We are water rising near the bridge.,2
2025-07-10 20:00:00,Sitamata,30.504004180571638,79.15133101457273,Urgent evacuate for old man. No medicine.,2
2025-07-10 21:00:00,Banswara,30.398492095746125,79.1022595567887,Urgent evacuate for old man. No doctor.,2
2025-07-10 21:00:00,Gaurikund,30.65387086424265,79.08279875545857,Landslide. children trapped in Phata.,2
2025-07-10 21:00:00,Chopta,30.51584139964995,79.12661628714095,Landslide. children trapped in Gaurikund.,2
2025-07-10 22:00:00,Gaurikund,30.651064290596597,79.07509197051617,Landslide. road blocked in Banswara.,1
2025-07-10 22:00:00,Chopta,30.52163501769108,79.12505061583846,Urgent stuck here for old man. No doctor.,2
2025-07-10 23:00:00,Ukhimath,30.520487337893663,79.20191895197694,We have zero rations. madad chahiye,0
2025-07-10 23:00:00,Banswara,30.397242693094604,79.10212179221347,Urgent stuck here for old man. No doctor.,2
2025-07-10 23:00:00,Chopta,30.52246491405118,79.13149632899047,We are pani bhar gaya near the bridge.,2
2025-07-11 00:00:00,Ukhimath,30.521576128923,79.20068308603335,Urgent evacuate for old man. No doctor.,2
2025-07-11 00:00:00,Sitamata,30.4986771580306,79.14765202367683,Urgent stuck here for old man. No doctor.,2
2025-07-11 00:00:00,Banswara,30.40473010554752,79.09893097724667,We have kam rations. madad chahiye,0
2025-07-11 01:00:00,Sitamata,30.50131138625997,79.15294811303542,We have kam rations. madad chahiye,0
2025-07-11 01:00:00,Ukhimath,30.520769038846264,79.1999251769382,We have zero rations. madad chahiye,0
2025-07-11 01:00:00,Ukhimath,30.517807723624408,79.19524315966432,We are pani bhar gaya near the bridge.,2
2025-07-11 02:00:00,Gaurikund,30.64677110679407,79.08440458584353,Urgent evacuate for old man. No doctor.,2
2025-07-11 02:00:00,Gaurikund,30.648701587002552,79.07515456616528,We are stuck here near the bridge.,2
2025-07-11 03:00:00,Ukhimath,30.51928184148317,79.20466654819045,We have zero khana. madad chahiye,0
2025-07-11 03:00:00,Chopta,30.51794448892069,79.12885097728602,We are evacuate near the bridge.,2
2025-07-11 03:00:00,Gaurikund,30.64669492746686,79.08056801262458,We are no food near the bridge.,2
2025-07-11 04:00:00,Chopta,30.52070061170089,79.1259717649377,We are water rising near the bridge.,2
2025-07-11 04:00:00,Ukhimath,30.524900538501043,79.19640084015236,Urgent evacuate for old man. No medicine.,2
2025-07-11 04:00:00,Chopta,30.52377373071928,79.13240768617754,Urgent evacuate for old man. No doctor.,2
2025-07-11 05:00:00,Phata,30.552024840839877,79.0485949115122,We have kam khana. send help,0
2025-07-11 05:00:00,Phata,30.553093611554782,79.05310113394678,Landslide. road blocked in Gaurikund.,1
2025-07-11 05:00:00,Chopta,30.524132405525563,79.1301134239886,We have zero khana. send help,0
2025-07-11 06:00:00,Ukhimath,30.52298295178967,79.20149963930778,Landslide. children trapped in Ukhimath.,2
2025-07-11 06:00:00,Phata,30.55390005341817,79.0483799515685,We are water rising near the bridge.,2
2025-07-11 06:00:00,Ukhimath,30.515939819398408,79.20078280140997,Urgent stuck here for old man. No medicine.,2
2025-07-11 07:00:00,Phata,30.549655980181324,79.05042644634707,Urgent evacuate for old man. No doctor.,2
2025-07-11 07:00:00,Banswara,30.400908332605688,79.09530500249939,We have kam rations. madad chahiye,0
2025-07-11 08:00:00,Ukhimath,30.523226005606595,79.19860190641411,Urgent stuck here for old man. No medicine.,2
2025-07-11 08:00:00,Banswara,30.400222432600547,79.10269993553098,Landslide. road blocked in Ukhimath.,1
2025-07-11 08:00:00,Phata,30.55122890475819,79.04585347464993,Urgent stuck here for old man. No medicine.,2
2025-07-11 09:00:00,Chopta,30.52031354631568,79.1304063512161,Urgent evacuate for old man. No medicine.,2
2025-07-11 09:00:00,Chopta,30.522260913337227,79.13475852079462,Urgent evacuate for old man. No doctor.,2
2025-07-11 09:00:00,Phata,30.552951861947687,79.04770832251262,We are road blocked near the bridge.,1
2025-07-11 10:00:00,Sitamata,30.495784563813423,79.14525350743416,Landslide. road blocked in Banswara.,1
2025-07-11 10:00:00,Phata,30.55335980120512,79.05195974206093,We have kam rations. send help,0
2025-07-11 10:00:00,Gaurikund,30.646732943200707,79.07656437042671,Urgent evacuate for old man. No medicine.,2
2025-07-11 11:00:00,Gaurikund,30.652145959227,79.08160197376718,We are fas gaye near the bridge.,2
2025-07-11 11:00:00,Phata,30.554548652806638,79.05237896916695,Landslide. children trapped in Chopta.,2
2025-07-11 12:00:00,Banswara,30.39919600062428,79.09747730989501,We are evacuate near the bridge.,2
2025-07-11 12:00:00,Gaurikund,30.652578461104643,79.0751439348863,We have zero rations. madad chahiye,0
2025-07-11 12:00:00,Ukhimath,30.515460026420214,79.19540728802319,We have kam rations. madad chahiye,0
2025-07-11 13:00:00,Chopta,30.5220365785938,79.12974173829087,Urgent evacuate for old man. No doctor.,2
2025-07-11 13:00:00,Gaurikund,30.649916158751168,79.07973471770781,Landslide. road blocked in Phata.,1
2025-07-11 13:00:00,Ukhimath,30.51933851649238,79.19898504734398,Landslide. children trapped in Phata.,2
2025-07-11 14:00:00,Chopta,30.521350936508675,79.12545304009771,We have zero khana. madad chahiye,0
2025-07-11 14:00:00,Chopta,30.521258599157143,79.1300313625858,Landslide. children trapped in Gaurikund.,2
2025-07-11 14:00:00,Chopta,30.52158693631619,79.12662934427081,We have zero rations. madad chahiye,0
2025-07-11 15:00:00,Ukhimath,30.521424192782064,79.19526511310542,Landslide. road blocked in Chopta.,1
2025-07-11 15:00:00,Gaurikund,30.654402302414248,79.08075474177876,We have kam rations. madad chahiye,0
2025-07-11 15:00:00,Sitamata,30.501432882184424,79.14958252890492,Urgent evacuate for old man. No medicine.,2
2025-07-11 16:00:00,Ukhimath,30.524414648087763,79.19886102637801,Landslide. road blocked in Sitamata.,1
2025-07-11 16:00:00,Chopta,30.52405350641956,79.12695791134789,Landslide. road blocked in Chopta.,1
2025-07-11 17:00:00,Ukhimath,30.51518221825652,79.19594442960756,We are fas gaye near the bridge.,2
2025-07-11 17:00:00,Banswara,30.3957118864846,79.09818975630293,We have zero rations. madad chahiye,0
2025-07-11 17:00:00,Phata,30.54523271935736,79.05314468482588,Urgent stuck here for old man. No doctor.,2
2025-07-11 18:00:00,Sitamata,30.496181648276217,79.15196737165364,Urgent evacuate for old man. No doctor.,2
2025-07-11 18:00:00,Chopta,30.523774720135272,79.13235071043803,Landslide. road blocked in Chopta.,1
2025-07-11 18:00:00,Banswara,30.397820345725712,79.09677439543779,Landslide. children trapped in Sitamata.,2
2025-07-11 19:00:00,Sitamata,30.503068347392677,79.15490505142002,Urgent stuck here for old man. No doctor.,2
2025-07-11 19:00:00,Phata,30.548720180857927,79.05276412960741,Urgent stuck here for old man. No medicine.,2
2025-07-11 19:00:00,Banswara,30.404307573256038,79.10358412751843,Urgent stuck here for old man. No medicine.,2
2025-07-11 20:00:00,Sitamata,30.502508710677915,79.15254542874085,Landslide. children trapped in Chopta.,2
2025-07-11 20:00:00,Banswara,30.404025529066796,79.10005252372447,Landslide. children trapped in Ukhimath.,2
2025-07-11 21:00:00,Banswara,30.398200496010304,79.10395523228496,Landslide. children trapped in Sitamata.,2
2025-07-11 21:00:00,Sitamata,30.495108376514803,79.1540538197642,We have kam rations. madad chahiye,0
2025-07-11 21:00:00,Banswara,30.404500619670507,79.10450607146937,We are fas gaye near the bridge.,2
2025-07-11 22:00:00,Banswara,30.401318372121697,79.09948445521978,We have kam khana. send help,0
2025-07-11 22:00:00,Chopta,30.5182866454537,79.13172518456076,Urgent stuck here for old man. No medicine.,2
2025-07-11 22:00:00,Sitamata,30.502915790437257,79.15289618142795,Urgent stuck here for old man. No doctor.,2
2025-07-11 23:00:00,Sitamata,30.499944203047026,79.14557558760018,Landslide. children trapped in Gaurikund.,2
2025-07-11 23:00:00,Sitamata,30.503877041827582,79.14850915012552,We are stuck here near the bridge.,2
2025-07-11 23:00:00,Ukhimath,30.516429916820528,79.20261510631718,Landslide. road blocked in Ukhimath.,1
2025-07-12 00:00:00,Gaurikund,30.646011226761228,79.07584106806115,Landslide. road blocked in Sitamata.,1
2025-07-12 00:00:00,Sitamata,30.49572763006364,79.15321860059291,We have kam khana. send help,0
2025-07-12 00:00:00,Sitamata,30.49581348780642,79.14584837714085,Urgent evacuate for old man. No medicine.,2
2025-07-12 01:00:00,Gaurikund,30.648706421470667,79.08312799567257,We are road blocked near the bridge.,1
2025-07-12 01:00:00,Sitamata,30.50486001063823,79.1525337818526,Landslide. road blocked in Chopta.,1
2025-07-12 02:00:00,Ukhimath,30.515835007166988,79.20277146915927,Urgent stuck here for old man. No medicine.,2
2025-07-12 02:00:00,Chopta,30.524063543850943,79.12611197482306,We are water rising near the bridge.,2
2025-07-12 02:00:00,Banswara,30.395113536447678,79.09968660641994,Landslide. children trapped in Banswara.,2
2025-07-12 03:00:00,Sitamata,30.49617526246777,79.15149210302117,We are fas gaye near the bridge.,2
2025-07-12 03:00:00,Gaurikund,30.65083368765097,79.08462172548474,We have zero khana. madad chahiye,0
2025-07-12 03:00:00,Gaurikund,30.647857120862817,79.0836859912819,Landslide. children trapped in Gaurikund.,2
2025-07-12 04:00:00,Phata,30.545121544746895,79.05469878826707,We are bachche fass gaye near the bridge.,2
2025-07-12 04:00:00,Banswara,30.40027701109086,79.10492964796119,We are dawaai chahiye near the bridge.,2
2025-07-12 04:00:00,Phata,30.55469302535619,79.0502309784417,jaldi madad chahiye!,0
2025-07-12 05:00:00,Ukhimath,30.52195748688985,79.19954541064769,Urgent stuck here for old man. No doctor.,2
2025-07-12 05:00:00,Sitamata,30.50084314311923,79.15401158010492,Urgent stuck here for old man. No doctor.,2
2025-07-12 06:00:00,Sitamata,30.504504114840767,79.15390263783891,jaldi bachao!,2
2025-07-12 06:00:00,Banswara,30.40120132597801,79.09777381182981,We have kam rations. send help,0
2025-07-12 06:00:00,Ukhimath,30.5196369840494,79.19853352228026,We have zero rations. madad chahiye,0
2025-07-12 07:00:00,Phata,30.54577734636965,79.05474394807666,Landslide. road blocked in Sitamata.,1
2025-07-12 07:00:00,Chopta,30.5219816171402,79.13036096366343,Urgent stuck here for old man. No medicine.,2
2025-07-12 07:00:00,Gaurikund,30.651847311725536,79.07662616939345,jaldi madad chahiye!,0
2025-07-12 08:00:00,Phata,30.55322537242923,79.05449799913292,Landslide. children trapped in Chopta.,2
2025-07-12 08:00:00,Phata,30.55113415195936,79.0491824303629,We have zero khana. madad chahiye,0
2025-07-12 08:00:00,Chopta,30.523660638895,79.12545218670105,Landslide. children trapped in Gaurikund.,2
2025-07-12 09:00:00,Chopta,30.51876463366878,79.13310553330781,Urgent evacuate for old man. No doctor.,2
2025-07-12 09:00:00,Chopta,30.516504168911037,79.13094130715352,We have kam khana. madad chahiye,0
2025-07-12 09:00:00,Gaurikund,30.654699143978146,79.08342118923136,We have kam rations. send help,0
2025-07-12 10:00:00,Ukhimath,30.51968693159795,79.19914819502338,Landslide. children trapped in Banswara.,2
2025-07-12 10:00:00,Sitamata,30.495563754966508,79.15364722376256,Landslide. road blocked in Gaurikund.,1
2025-07-12 11:00:00,Gaurikund,30.65499717673286,79.08496636837074,We have zero khana. send help,0
2025-07-12 11:00:00,Ukhimath,30.522689874151805,79.20444765729883,We have kam khana. madad chahiye,0
2025-07-12 11:00:00,Phata,30.5495054413531,79.04629159415151,We are stuck here near the bridge.,2
2025-07-12 12:00:00,Ukhimath,30.521061746344508,79.19728642805504,Urgent evacuate for old man. No medicine.,2
2025-07-12 12:00:00,Sitamata,30.50118128240458,79.14858162718033,Urgent evacuate for old man. No medicine.,2
2025-07-12 12:00:00,Gaurikund,30.650203077009035,79.08272318391735,We are pani bhar gaya near the bridge.,2
2025-07-12 13:00:00,Gaurikund,30.653521815003185,79.08051906838774,Urgent evacuate for old man. No doctor.,2
2025-07-12 13:00:00,Chopta,30.52376653602658,79.12903482866211,We have kam khana. madad chahiye,0
2025-07-12 13:00:00,Gaurikund,30.64528782676313,79.08255137255674,We have kam khana. madad chahiye,0
2025-07-12 14:00:00,Gaurikund,30.65204079768099,79.07712964161509,We have zero rations. send help,0
2025-07-12 14:00:00,Banswara,30.398505875588064,79.10089917686854,We are khana nahi hai near the bridge.,2
2025-07-12 15:00:00,Chopta,30.51937474922024,79.13404158694493,Urgent evacuate for old man. No medicine.,2
2025-07-12 15:00:00,Banswara,30.4001398948916,79.1028365301274,We have zero rations. madad chahiye,0
2025-07-12 15:00:00,Chopta,30.52122086700228,79.13362363708747,We have zero khana. send help,0
2025-07-12 16:00:00,Phata,30.54647073480929,79.0542658762516,Urgent evacuate for old man. No doctor.,2
2025-07-12 16:00:00,Phata,30.54758244388299,79.04959135756238,We have zero khana. send help,0
2025-07-12 16:00:00,Gaurikund,30.64992618093993,79.07828751610288,We have kam khana. madad chahiye,0
2025-07-12 17:00:00,Sitamata,30.49740145618778,79.14575863328109,Urgent stuck here for old man. No medicine.,2
2025-07-12 17:00:00,Sitamata,30.49651902693512,79.1463882717265,We are pani bhar gaya near the bridge.,2
2025-07-12 17:00:00,Banswara,30.39681880084399,79.09845667283324,Landslide. road blocked in Phata.,1
2025-07-12 18:00:00,Banswara,30.399739616402627,79.10167557738521,Urgent evacuate for old man. No doctor.,2
2025-07-12 18:00:00,Ukhimath,30.515408686162665,79.19668935063072,We are rasta band hai near the bridge.,2
2025-07-12 18:00:00,Sitamata,30.496770104842767,79.14588702533757,Urgent evacuate for old man. No medicine.,2
2025-07-12 19:00:00,Ukhimath,30.519607787680325,79.19706333718406,We have kam khana. send help,0
2025-07-12 19:00:00,Chopta,30.52190394828629,79.1253931213984,jaldi bachao!,2
2025-07-12 20:00:00,Banswara,30.401279003894903,79.09581759031948,Urgent evacuate for old man. No doctor.,2
2025-07-12 20:00:00,Banswara,30.40420872400532,79.09561077959854,Urgent stuck here for old man. No doctor.,2
2025-07-12 20:00:00,Sitamata,30.502482596903835,79.14684521019358,We are rasta band hai near the bridge.,2
2025-07-12 21:00:00,Banswara,30.39870472102791,79.09984522985191,Landslide. road blocked in Gaurikund.,1
2025-07-12 21:00:00,Chopta,30.518689136395697,79.12962534716132,We have kam khana. send help,0
2025-07-12 21:00:00,Sitamata,30.495366832028907,79.14752436944345,Urgent evacuate for old man. No doctor.,2
2025-07-12 22:00:00,Chopta,30.520116774421155,79.13032113485265,We are stuck here near the bridge.,2
2025-07-12 22:00:00,Phata,30.54947412366824,79.05032617266454,Urgent evacuate for old man. No doctor.,2
2025-07-12 22:00:00,Gaurikund,30.648772841631043,79.07520071197777,We are khana nahi hai near the bridge.,2
2025-07-12 23:00:00,Chopta,30.517114480069964,79.12827497352177,We have kam rations. madad chahiye,0
2025-07-12 23:00:00,Sitamata,30.5039052728074,79.15093592453555,We have kam khana. madad chahiye,0
