Reservoir_name,Basin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-05-12,2018,5,830,2.615,0.127,747.05
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-05-16,2018,5,830,2.615,0.103,745.9
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-05-18,2018,5,830,2.615,0.095,745.55
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-05-19,2018,5,830,2.615,0.095,745.45
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-05-21,2018,5,830,2.615,0.084,744.9
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-05-28,2018,5,830,2.615,0.061,743.65
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-05-05,2018,5,830,2.615,0.187,750.1
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-05-25,2018,5,830,2.615,0.076,744.45
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-04,2018,6,830,2.615,0.072,743.3
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-05,2018,6,830,2.615,0.055,743.4
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-08,2018,6,830,2.615,0.047,742.95
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-19,2018,6,830,2.615,0.019,741.5
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-22,2018,6,830,2.615,0.04,740.7
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-23,2018,6,830,2.615,0.01,740.95
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-24,2018,6,830,2.615,0.017,741.35
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-13,2018,6,830,2.615,0.028,741.95
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-26,2018,6,830,2.615,0.034,742.25
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-18,2018,6,830,2.615,0.03,742.05
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-21,2018,6,830,2.615,0.006,740.75
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-06,2018,6,830,2.615,0.061,743.7
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-10,2018,6,830,2.615,0.051,743.2
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-14,2018,6,830,2.615,0.028,741.95
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-29,2018,6,830,2.615,0.068,744.05
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-30,2018,6,830,2.615,0.093,745.4
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-01,2018,6,830,2.615,0.047,743.0
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-02,2018,6,830,2.615,0.053,743.3
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-03,2018,6,830,2.615,0.049,743.05
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-07,2018,6,830,2.615,0.057,743.45
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-09,2018,6,830,2.615,0.055,743.35
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-11,2018,6,830,2.615,0.04,742.6
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-12,2018,6,830,2.615,0.032,742.15
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-15,2018,6,830,2.615,0.03,742.05
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-16,2018,6,830,2.615,0.032,742.2
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-17,2018,6,830,2.615,0.032,742.2
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-20,2018,6,830,2.615,0.01,740.95
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-25,2018,6,830,2.615,0.026,741.85
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-27,2018,6,830,2.615,0.045,742.85
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-06-28,2018,6,830,2.615,0.051,743.15
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-08,2018,7,830,2.615,0.214,751.4
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-13,2018,7,830,2.615,0.332,756.95
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-23,2018,7,830,2.615,0.806,776.75
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-12,2018,7,830,2.615,0.6905,772.15
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-18,2018,7,830,2.615,0.575,767.55
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-26,2018,7,830,2.615,1.013,784.35
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-27,2018,7,830,2.615,1.082,786.75
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-29,2018,7,830,2.615,1.248,792.35
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-01,2018,7,830,2.615,0.117,746.6
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-03,2018,7,830,2.615,0.165,749.0
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-04,2018,7,830,2.615,0.183,749.9
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-06,2018,7,830,2.615,0.197,750.55
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-10,2018,7,830,2.615,0.251,753.15
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-16,2018,7,830,2.615,0.432,761.5
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-17,2018,7,830,2.615,0.487,763.85
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-19,2018,7,830,2.615,0.636,770.1
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-20,2018,7,830,2.615,0.673,771.6
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-28,2018,7,830,2.615,1.131,788.45
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-11,2018,7,830,2.615,0.251,753.15
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-14,2018,7,830,2.615,0.365,758.5
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-31,2018,7,830,2.615,1.312,794.5
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-02,2018,7,830,2.615,0.142,747.85
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-05,2018,7,830,2.615,0.189,750.15
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-07,2018,7,830,2.615,0.201,750.8
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-09,2018,7,830,2.615,0.23,752.2
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-15,2018,7,830,2.615,0.403,760.15
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-21,2018,7,830,2.615,0.711,773.1
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-22,2018,7,830,2.615,0.744,774.4
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-24,2018,7,830,2.615,0.867,779.1
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-25,2018,7,830,2.615,0.947,781.95
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-07-30,2018,7,830,2.615,1.297,793.95
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-02,2018,8,830,2.615,1.331,795.05
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-13,2018,8,830,2.615,1.689,806.0
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-16,2018,8,830,2.615,1.776,808.5
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-21,2018,8,830,2.615,1.967,813.8
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-22,2018,8,830,2.615,1.993,814.45
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-31,2018,8,830,2.615,2.206,820.0
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-05,2018,8,830,2.615,1.407,797.45
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-07,2018,8,830,2.615,1.487,800.0
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-08,2018,8,830,2.615,1.55,801.85
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-09,2018,8,830,2.615,1.587,802.95
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-15,2018,8,830,2.615,1.748,807.7
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-17,2018,8,830,2.615,1.804,809.3
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-20,2018,8,830,2.615,1.93,812.8
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-29,2018,8,830,2.615,2.162,818.9
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-11,2018,8,830,2.615,1.641,804.55
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-12,2018,8,830,2.615,1.654,805.0
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-18,2018,8,830,2.615,1.847,810.45
Tehri Reservoir,Ganga Basin,CWC,30.43921006,78.45546181,2018-08-23,2018,8,830,2.615,2.016,815.1
